ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
330131116001,3301311160,1 Male,,3 Fair,,,,26 Main Respondent
330131122002,3301311220,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330131122001,3301311220,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330131106002,3301311060,2 Female,,3 Fair,,,,4 HHMemberName[4]
330131119001,3301311190,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
330131119002,3301311190,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
330131123002,3301311230,1 Male,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
330131123001,3301311230,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
330131213002,3301312130,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330131213001,3301312130,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330131210002,3301312100,1 Male,,4 Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
330131210001,3301312100,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330131218002,3301312180,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
330131218003,3301312180,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330131219001,3301312190,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
330131219002,3301312190,2 Female,,2 Good,,,2 Spouse,26 Main Respondent
330131209001,3301312090,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330131209002,3301312090,1 Male,,4 Poor,,2 Worse,2 Spouse,27 Main Respondent's Spouse
330131208001,3301312080,2 Female,,4 Poor,,,,1 HHMemberName[1]
330131204002,3301312040,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330131204001,3301312040,2 Female,,4 Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
330131201002,3301312010,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330131201001,3301312010,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
330131214001,3301312140,1 Male,,3 Fair,,,,26 Main Respondent
330131220002,3301312200,1 Male,,,,,1 Main Respondent,26 Main Respondent
330131220001,3301312200,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
330131203002,3301312030,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
330131203001,3301312030,2 Female,,2 Good,3 Same,,1 Main Respondent,26 Main Respondent
330131202002,3301312020,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
330131202001,3301312020,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
330131212002,3301312120,1 Male,,5 Very Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
330131212001,3301312120,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330131206001,3301312060,1 Male,,5 Very Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
330131206002,3301312060,2 Female,,4 Poor,3 Same,1 Better,1 Main Respondent,26 Main Respondent
330131211002,3301312110,1 Male,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
330131211001,3301312110,2 Female,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
330131205001,3301312050,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
330131205002,3301312050,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330131215001,3301312150,1 Male,,3 Fair,2 Worse,,,1 HHMemberName[1]
330131207001,3301312070,1 Male,,4 Poor,3 Same,3 Same,,26 Main Respondent
330131207102,3301312071,2 Female,,3 Fair,,,,26 Main Respondent
330404119002,3304041190,1 Male,,5 Very Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
330404119001,3304041190,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404102002,3304041020,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
330404102001,3304041020,2 Female,,,1 Better,1 Better,1 Main Respondent,26 Main Respondent
330404120001,3304041200,1 Male,,1 Very Good,99 Never Had the Disease,2 Worse,2 Spouse,26 Main Respondent
330404120002,3304041200,2 Female,,4 Poor,2 Worse,3 Same,2 Spouse,26 Main Respondent
330404118002,3304041180,1 Male,,3 Fair,3 Same,1 Better,2 Spouse,27 Main Respondent's Spouse
330404118001,3304041180,2 Female,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
330404101002,3304041010,1 Male,,,3 Same,,1 Main Respondent,26 Main Respondent
330404101001,3304041010,2 Female,,,3 Same,,1 Main Respondent,26 Main Respondent
330404107002,3304041070,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
330404107001,3304041070,2 Female,,2 Good,,1 Better,2 Spouse,27 Main Respondent's Spouse
330404116001,3304041160,1 Male,,1 Very Good,1 Better,1 Better,1 Main Respondent,26 Main Respondent
330404116002,3304041160,2 Female,,,,,1 Main Respondent,26 Main Respondent
330404114001,3304041140,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404114002,3304041140,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404108002,3304041080,2 Female,,3 Fair,2 Worse,,,26 Main Respondent
330404126002,3304041260,1 Male,,1 Very Good,,,2 Spouse,26 Main Respondent
330404126001,3304041260,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
330404105002,3304041050,1 Male,,3 Fair,2 Worse,,2 Spouse,1 HHMemberName[1]
330404105001,3304041050,2 Female,,,,,2 Spouse,1 HHMemberName[1]
330404117001,3304041170,2 Female,,4 Poor,2 Worse,1 Better,,26 Main Respondent
330404112002,3304041120,1 Male,,,,,1 Main Respondent,26 Main Respondent
330404112001,3304041120,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
330404125002,3304041250,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404125001,3304041250,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
330404124002,3304041240,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
330404124001,3304041240,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404127001,3304041270,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
330404127002,3304041270,2 Female,,3 Fair,,2 Worse,1 Main Respondent,26 Main Respondent
330404110002,3304041100,2 Female,,4 Poor,,,2 Spouse,26 Main Respondent
330404110001,3304041100,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
330404122002,3304041220,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404122001,3304041220,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404109001,3304041090,2 Female,,4 Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
330404109002,3304041090,1 Male,,4 Poor,,2 Worse,2 Spouse,27 Main Respondent's Spouse
330404204002,3304042040,1 Male,,3 Fair,99 Never Had the Disease,,2 Spouse,27 Main Respondent's Spouse
330404204001,3304042040,2 Female,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
330404211002,3304042110,2 Female,,3 Fair,3 Same,,,26 Main Respondent
330404202002,3304042020,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
330404202001,3304042020,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
330404212002,3304042120,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404212001,3304042120,2 Female,,,,,1 Main Respondent,26 Main Respondent
330404208002,3304042080,2 Female,,5 Very Poor,,3 Same,,26 Main Respondent
330404210001,3304042100,2 Female,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
330404210002,3304042100,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404205001,3304042050,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
330404205002,3304042050,1 Male,,,,,1 Main Respondent,26 Main Respondent
330404209002,3304042090,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
330404209004,3304042090,1 Male,,,,,1 Main Respondent,26 Main Respondent
330404201002,3304042010,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404201001,3304042010,2 Female,,,3 Same,3 Same,1 Main Respondent,26 Main Respondent
330404223002,3304042230,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
330404223001,3304042230,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404207001,3304042070,1 Male,,3 Fair,3 Same,1 Better,1 Main Respondent,26 Main Respondent
330404207002,3304042070,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
330404215001,3304042150,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330404215002,3304042150,2 Female,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404219002,3304042190,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
330404219001,3304042190,2 Female,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
330404216001,3304042160,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
330404216002,3304042160,2 Female,,,,,1 Main Respondent,26 Main Respondent
330404213002,3304042130,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404213003,3304042130,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404222001,3304042220,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404339001,3304043390,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
330404339002,3304043390,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404303001,3304043030,2 Female,,,,,,26 Main Respondent
330404347001,3304043470,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404347002,3304043470,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404307001,3304043070,1 Male,,3 Fair,,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
330404307002,3304043070,2 Female,,4 Poor,2 Worse,3 Same,1 Main Respondent,26 Main Respondent
330404316002,3304043160,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404316001,3304043160,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
330404326002,3304043260,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
330404326001,3304043260,2 Female,,3 Fair,1 Better,3 Same,2 Spouse,27 Main Respondent's Spouse
330404342002,3304043420,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404342001,3304043420,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
330404301002,3304043010,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404301001,3304043010,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
330404328001,3304043280,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
330404328002,3304043280,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404323001,3304043230,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404323002,3304043230,2 Female,,4 Poor,3 Same,2 Worse,2 Spouse,27 Main Respondent's Spouse
330404325001,3304043250,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404325002,3304043250,2 Female,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
330404315002,3304043150,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
330404315001,3304043150,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
330404343002,3304043430,2 Female,,,,,,26 Main Respondent
330404327002,3304043270,1 Male,,,2 Worse,,1 Main Respondent,26 Main Respondent
330404327001,3304043270,2 Female,,,3 Same,,1 Main Respondent,26 Main Respondent
330404345001,3304043450,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404345002,3304043450,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404346002,3304043460,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404346001,3304043460,1 Male,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
330404313002,3304043130,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404313001,3304043130,1 Male,,,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404332001,3304043320,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404332002,3304043320,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404340002,3304043400,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
330404340001,3304043400,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
330404308002,3304043080,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404308001,3304043080,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404348002,3304043480,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404348001,3304043480,2 Female,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
330404304001,3304043040,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
330404304002,3304043040,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
330404338001,3304043380,1 Male,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
330404338002,3304043380,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404319002,3304043190,1 Male,,3 Fair,,,2 Spouse,
330404341002,3304043410,1 Male,,,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404341001,3304043410,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404336001,3304043360,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
330404336002,3304043360,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404329002,3304043290,2 Female,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
330404329001,3304043290,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404334001,3304043340,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330404334002,3304043340,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330404302001,3304043020,1 Male,,3 Fair,3 Same,,1 Main Respondent,1 HHMemberName[1]
330404302002,3304043020,2 Female,,4 Poor,3 Same,,1 Main Respondent,1 HHMemberName[1]
330404314001,3304043140,2 Female,,,,,,1 HHMemberName[1]
330404305002,3304043050,1 Male,,,,,1 Main Respondent,26 Main Respondent
330404305001,3304043050,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
330404311001,3304043110,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
330404311002,3304043110,2 Female,,5 Very Poor,,,2 Spouse,26 Main Respondent
330404317002,3304043170,2 Female,,4 Poor,,,,26 Main Respondent
330404322002,3304043220,2 Female,,2 Good,,,,26 Main Respondent
330404318002,3304043180,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404318001,3304043180,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
330404321001,3304043210,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
330404321002,3304043210,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
330404331001,3304043310,1 Male,,5 Very Poor,,,,26 Main Respondent
330404353001,3304043530,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404353002,3304043530,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404349001,3304043490,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
330404349002,3304043490,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
330404351001,3304043510,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
330404351002,3304043510,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
330404337002,3304043370,1 Male,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
330404337001,3304043370,2 Female,,2 Good,,1 Better,2 Spouse,26 Main Respondent
330404335002,3304043350,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404335001,3304043350,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
330404324001,3304043240,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
330404324002,3304043240,2 Female,,3 Fair,3 Same,2 Worse,2 Spouse,27 Main Respondent's Spouse
330404330002,3304043300,1 Male,,3 Fair,,,,26 Main Respondent
330404306002,3304043060,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
330404306001,3304043060,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
330404333002,3304043330,1 Male,,,2 Worse,2 Worse,2 Spouse,2 HHMemberName[2]
330404333001,3304043330,2 Female,,3 Fair,,,2 Spouse,2 HHMemberName[2]
330404344002,3304043440,1 Male,,5 Very Poor,2 Worse,2 Worse,1 Main Respondent,26 Main Respondent
330404344003,3304043440,2 Female,,,,,1 Main Respondent,26 Main Respondent
330404309001,3304043090,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
330404309002,3304043090,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
338231126001,3382311260,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
338231126002,3382311260,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
338231111001,3382311110,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
338231111002,3382311110,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231118001,3382311180,1 Male,,,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231118002,3382311180,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231123002,3382311230,1 Male,,,,3 Same,2 Spouse,27 Main Respondent's Spouse
338231123001,3382311230,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231120001,3382311200,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
338231120002,3382311200,2 Female,,3 Fair,1 Better,1 Better,1 Main Respondent,26 Main Respondent
338231112002,3382311120,1 Male,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
338231112001,3382311120,2 Female,,3 Fair,,3 Same,2 Spouse,26 Main Respondent
338231131001,3382311310,1 Male,,,,,1 Main Respondent,26 Main Respondent
338231131002,3382311310,2 Female,,2 Good,,3 Same,1 Main Respondent,26 Main Respondent
338231104002,3382311040,1 Male,,3 Fair,1 Better,1 Better,2 Spouse,27 Main Respondent's Spouse
338231104001,3382311040,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231115002,3382311150,2 Female,,4 Poor,1 Better,3 Same,,1 HHMemberName[1]
338231102002,3382311020,1 Male,,3 Fair,3 Same,,,26 Main Respondent
338231117001,3382311170,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231117002,3382311170,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231116001,3382311160,2 Female,,3 Fair,3 Same,,,26 Main Respondent
338231110001,3382311100,2 Female,,3 Fair,,2 Worse,,26 Main Respondent
338231130001,3382311300,1 Male,,,3 Same,,1 Main Respondent,26 Main Respondent
338231130002,3382311300,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231105001,3382311050,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231105002,3382311050,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
338231128002,3382311280,1 Male,,3 Fair,,1 Better,,26 Main Respondent
338231113001,3382311130,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
338231113002,3382311130,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
338231122001,3382311220,1 Male,,3 Fair,1 Better,3 Same,2 Spouse,27 Main Respondent's Spouse
338231122002,3382311220,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231119001,3382311190,1 Male,,3 Fair,99 Never Had the Disease,3 Same,1 Main Respondent,26 Main Respondent
338231119002,3382311190,2 Female,,4 Poor,,1 Better,1 Main Respondent,26 Main Respondent
338231133002,3382311330,2 Female,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
338231106001,3382311060,1 Male,,2 Good,3 Same,3 Same,1 Main Respondent,26 Main Respondent
338231108002,3382311080,2 Female,,2 Good,,3 Same,1 Main Respondent,26 Main Respondent
338231108001,3382311080,1 Male,,,,3 Same,1 Main Respondent,26 Main Respondent
338231121002,3382311210,1 Male,,2 Good,,,,26 Main Respondent
338231114002,3382311140,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
338231114001,3382311140,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231107001,3382311070,2 Female,,,1 Better,,,26 Main Respondent
338231304001,3382313040,1 Male,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
338231304002,3382313040,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
338231302001,3382313020,1 Male,,3 Fair,2 Worse,99 Never Had the Disease,2 Spouse,1 HHMemberName[1]
338231302002,3382313020,2 Female,,5 Very Poor,99 Never Had the Disease,,2 Spouse,1 HHMemberName[1]
338231305001,3382313050,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231305002,3382313050,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231325002,3382313250,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231325001,3382313250,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
338231315001,3382313150,2 Female,,5 Very Poor,3 Same,,,26 Main Respondent
338231323001,3382313230,1 Male,,3 Fair,,,,26 Main Respondent
338231308001,3382313080,2 Female,,1 Very Good,,,,26 Main Respondent
338231316002,3382313160,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231316001,3382313160,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
338231314002,3382313140,2 Female,,,1 Better,,,1 HHMemberName[1]
338231324002,3382313240,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231324001,3382313240,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231307002,3382313070,1 Male,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
338231307001,3382313070,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231322002,3382313220,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231322001,3382313220,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231321001,3382313210,2 Female,,1 Very Good,,,,1 HHMemberName[1]
338231326001,3382313260,1 Male,,,,,1 Main Respondent,26 Main Respondent
338231326002,3382313260,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
338231309001,3382313090,1 Male,,5 Very Poor,2 Worse,,,26 Main Respondent
338231306001,3382313060,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
338231306002,3382313060,2 Female,,4 Poor,3 Same,,2 Spouse,26 Main Respondent
338231301001,3382313010,1 Male,,,3 Same,,2 Spouse,27 Main Respondent's Spouse
338231301002,3382313010,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
338231328001,3382313280,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
338231328002,3382313280,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
338231320002,3382313200,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231320001,3382313200,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
338231310001,3382313100,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231310002,3382313100,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231312001,3382313120,1 Male,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
338231312002,3382313120,2 Female,,4 Poor,2 Worse,,1 Main Respondent,27 Main Respondent's Spouse
338231319002,3382313190,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231319001,3382313190,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231318001,3382313180,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
338231318003,3382313180,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231317001,3382313170,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
338231317002,3382313170,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
338231311001,3382313110,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
338231311002,3382313110,2 Female,,4 Poor,,,2 Spouse,26 Main Respondent
338231303001,3382313030,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231303002,3382313030,1 Male,,4 Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
338231313002,3382313130,2 Female,,4 Poor,3 Same,,,26 Main Respondent
338231327001,3382313270,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231327002,3382313270,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231234001,3382312340,2 Female,,,,,,
338231216002,3382312160,1 Male,,1 Very Good,,,,26 Main Respondent
338231230002,3382312300,1 Male,,5 Very Poor,,2 Worse,1 Main Respondent,27 Main Respondent's Spouse
338231230001,3382312300,2 Female,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
338231207002,3382312070,1 Male,,2 Good,3 Same,3 Same,1 Main Respondent,27 Main Respondent's Spouse
338231207001,3382312070,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,27 Main Respondent's Spouse
338231225001,3382312250,2 Female,,3 Fair,3 Same,,,26 Main Respondent
338231212001,3382312120,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231212002,3382312120,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
338231204001,3382312040,2 Female,,3 Fair,1 Better,,,26 Main Respondent
338231201001,3382312010,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
338231201002,3382312010,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
338231215001,3382312150,2 Female,,2 Good,,1 Better,1 Main Respondent,26 Main Respondent
338231215002,3382312150,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
338231217001,3382312170,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231217002,3382312170,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231220002,3382312200,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231220001,3382312200,2 Female,,3 Fair,1 Better,1 Better,1 Main Respondent,26 Main Respondent
338231223001,3382312230,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
338231223002,3382312230,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231231002,3382312310,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
338231231001,3382312310,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
338231232002,3382312320,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
338231214001,3382312140,2 Female,,3 Fair,3 Same,2 Worse,,26 Main Respondent
338231226001,3382312260,2 Female,,2 Good,,,,26 Main Respondent
338231222001,3382312220,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
338231222002,3382312220,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
338231202001,3382312020,1 Male,,2 Good,,,,26 Main Respondent
338231228002,3382312280,1 Male,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
338231228001,3382312280,2 Female,,4 Poor,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
338231224001,3382312240,1 Male,,2 Good,3 Same,,2 Spouse,26 Main Respondent
338231224002,3382312240,2 Female,,4 Poor,,,2 Spouse,26 Main Respondent
